brand,name,reviews.rating,reviews.text,reviews.title,combined_text,keyword_pos_great,keyword_pos_nice,keyword_pos_delicious,keyword_pos_excellent,keyword_pos_awesome,keyword_pos_fantastic,keyword_pos_favorite,keyword_pos_love,keyword_neg_isn,keyword_neg_never,keyword_neg_mistake,keyword_neg_disappointed,keyword_neg_not,keyword_neg_bad,keyword_neg_risk,keyword_neg_,review_label,sentiment_score,rating_label,matched_label
Mr. & Mrs. T,"Mr _ Mrs T Whiskey Sour Mix, 33.8 oz ()",5.0,cheaper buy amazoncom believ tri cancel order got fast head spin,TASTY WHISKEY SOUR MIX,cheaper buy amazoncom believ tri cancel order got fast head spin tasti whiskey sour mix mr _ mr whiskey sour mix oz mr mr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.25,1,0
Manischewitz,"Manischewitz Potato Starch, 16.0 OZ",5.0,product hard find area therefor great get onlin ship two day shop pas membership,Excellent,product hard find area therefor great get onlin ship two day shop pas membership excel manischewitz potato starch oz manischewitz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7717,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,help intern oper,Just works,help intern oper work fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,great way get extra fiber,Excellent,great way get extra fiber excel fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7964,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,u good product reason price use mani year order onlin fast easi ship right doorstep great time experienc problem way like,Works for us,u good product reason price use mani year order onlin fast easi ship right doorstep great time experienc problem way like work u fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7783,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,chew tablet daili easi way get fiber diet control amount water drink drink,Advantage of Fiber Choice Tablet,chew tablet daili easi way get fiber diet control amount water drink drink advantag fiber choic tablet fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,easi chew tast pretti good,fiber tablets,easi chew tast pretti good fiber tablet fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,4.0,use fiber choic tab sever year feel help keep bowel movement normal littl pricey cent per tablet much easier take mix powder water conveni worth someth,Good Product,use fiber choic tab sever year feel help keep bowel movement normal littl pricey cent per tablet much easier take mix powder water conveni worth someth good product fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8519,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,im comput person good wife say cure constip year ago wont without,Works for the Wife,im comput person good wife say cure constip year ago wont without work wife fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,4.0,work pretti well downsid make extrem gassi embarrass time,Fiber Choice,work pretti well downsid make extrem gassi embarrass time fiber choic fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.0258,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,use year happi get deliv home feel tablet help keep regular day,Fiber Choice Prebiotic Supplement,use year happi get deliv home feel tablet help keep regular day fiber choic prebiot supplement fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,great start take fiberdigest notic clear congest chest caus allergi immun system build part vitamin clear allergieslov vitamin mani reason,Love these vitamins,great start take fiberdigest notic clear congest chest caus allergi immun system build part vitamin clear allergieslov vitamin mani reason love vitamin fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.959,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,sourc chewabl fiber favorit tast fruiti conveni two reason alon keep make effort simpli cant stand orang drink fiber option gross textur make feel bloat drink kind treat review dont care dont strike chalki sticktoteeth anyth review collect part promot,Convenient and tastes just fine,sourc chewabl fiber favorit tast fruiti conveni two reason alon keep make effort simpli cant stand orang drink fiber option gross textur make feel bloat drink kind treat review dont care dont strike chalki sticktoteeth anyth review collect part promot conveni tast fine fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2259,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,4.0,great job like orang fiber choic longer carri better,good but not best,great job like orang fiber choic longer carri better good best fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9485,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,4.0,fine lack weight control featur hope fault guess fine otherwis,Fiber Choice,fine lack weight control featur hope fault guess fine otherwis fiber choic fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.128,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,4.0,product work great take year wish would come without food color,Fiber Choice,product work great take year wish would come without food color fiber choic fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7783,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,tasti littl treat give fiber fill sweet tooth gassi side effect,Tastes great,tasti littl treat give fiber fill sweet tooth gassi side effect tast great fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8689,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,great product,Great for me because I don't get enough fiber.,great product great dont get enough fiber fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,good tast easi chew swallow take one way mix powder measur like lot seem help regular,"Fiber Choice Prediotic Fiber Chewable Tablets, 90",good tast easi chew swallow take one way mix powder measur like lot seem help regular fiber choic prediot fiber chewabl tablet fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7964,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,need fiber help one definit get,fiber choice fiber pills,need fiber help one definit get fiber choic fiber pill fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,help digest,Good Value,help digest good valu fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6808,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,took forev walmart ship item,Great Product Horrible Ship time,took forev walmart ship item great product horribl ship time fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,love get great sourc fiber delici tablet,Excellent source of fiber,love get great sourc fiber delici tablet excel sourc fiber fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9062,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,great,Great,great great fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,good choic deliv time order azo order two got one person deliv drop gate dog got hold note outsid gate ask person deliv packag put ledg reason person didnt read note,fiber choice,good choic deliv time order azo order two got one person deliv drop gate dog got hold note outsid gate ask person deliv packag put ledg reason person didnt read note fiber choic fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2023,1,0
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,great way increas fiber intak,supplements,great way increas fiber intak supplement fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,5.0,best price around qualiti product work well brand like chewi got one friend well two,Good chewie,best price around qualiti product work well brand like chewi got one friend well two good chewi fiber choic prebiot fiber supplement sugarfre chewabl tablet assort fruit ct fiber choic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9432,1,0
Powell & Mahoney,"Powell _ Mahoney Cocktail Mixer, Chipotle Bloody Mary, 750 Ml",5.0,excel choic never seen local,Tasty,excel choic never seen local tasti powel _ mahoney cocktail mixer chipotl bloodi mari ml powel mahoney,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4588,1,0
Powell & Mahoney,Powell _ Mahoney Old Ballycastle Ginger Vintage Original Cocktail Mixer - 750 ml,5.0,ginger cocktail great tea mix beverag straight ice sooth sort throat,This ginger cocktail is great for tea,ginger cocktail great tea mix beverag straight ice sooth sort throat ginger cocktail great tea powel _ mahoney old ballycastl ginger vintag origin cocktail mixer ml powel mahoney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8779,1,1
Powell & Mahoney,Powell _ Mahoney Old Ballycastle Ginger Vintage Original Cocktail Mixer - 750 ml,5.0,bough first bottl vermont made onln purchas make easi acquir instead drive hour,Onlne purchasing makes it easy to acquire instead of driving 2 One person found this helpful. Was this review helpful to you Yes No,bough first bottl vermont made onln purchas make easi acquir instead drive hour onln purchas make easi acquir instead drive one person found help review help ye powel _ mahoney old ballycastl ginger vintag origin cocktail mixer ml powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6597,1,0
Powell & Mahoney,Powell _ Mahoney Old Ballycastle Ginger Vintage Original Cocktail Mixer - 750 ml,5.0,great use substitut ginger cocktail mix dont get fresh get grate ginger job pinch,Great for cocktails!,great use substitut ginger cocktail mix dont get fresh get grate ginger job pinch great cocktail powel _ mahoney old ballycastl ginger vintag origin cocktail mixer ml powel mahoney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8041,1,1
Belle,"Belle Red Blend Wine, 750 mL",5.0,dont let price sway select serv wine super bowl gather recent thanksgiv celebr everyon enjoy wine ask thought cost couldnt believ valu love bell made wine,Delicious tasting wine ...,dont let price sway select serv wine super bowl gather recent thanksgiv celebr everyon enjoy wine ask thought cost couldnt believ valu love bell made wine delici tast wine bell red blend wine ml bell,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5764,1,1
Bagel Bites,Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,4.0,delio problem cook unevenli,Bagel bites,delio problem cook unevenli bagel bite oreida bagel bite chees pepperoni mini bagel oz bagel bite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.4019,1,0
Bagel Bites,Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,5.0,favorit quicki,Love Love love,favorit quicki love love love oreida bagel bite chees pepperoni mini bagel oz bagel bite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9274,1,0
Bagel Bites,Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,5.0,great afternoon snack,good taste,great afternoon snack good tast oreida bagel bite chees pepperoni mini bagel oz bagel bite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7906,1,1
COCO REAL,"Coco Real Cream Of Coconut, 21 oz ()",5.0,love stuff like coco lopez make difficult use coupl tablespoon add fruit smoothi give touch sweet coconut flavor make pop right use orang chicken stir fri problem look month find walmart store bought origin great product realli dont want buy case howev way get may choic plea start stock store,Great in smoothies,love stuff like coco lopez make difficult use coupl tablespoon add fruit smoothi give touch sweet coconut flavor make pop right use orang chicken stir fri problem look month find walmart store bought origin great product realli dont want buy case howev way get may choic plea start stock store great smoothi coco real cream coconut oz coco real,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9257,1,1
COCO REAL,"Coco Real Cream Of Coconut, 21 oz ()",5.0,search coconut syrup walmart one day found coco real mix drink section dont drink alcohol drink enjoy mocktail occasion figur wouldnt work pancak could make pinacolada mocktail pineappl juic shook bottl good make sure everyth mix well use hot pancak home sooooo good usual use pure mapl syrup want coconut syrup realli fill need well delici believ wouldnt even need use butter pancak use coco real syrup easi find local reason even walmart found bought last two bottl walmart day would nice walmartcom would make avail bottl without purchas entir case one time use one two bottl pretti fast sinc cant find anymor save remain bottl get real bad crave coconut syrup torani also make good sugarfre coconut syrup would like walmartcom keep stock regularli well sugarfre watermelon syrup hot summertim torani sugarfre watermelon syrup make refresh drink goe well mexican food realli enjoy next best thing liquefi cube real watermelon blender chill,This makes a great syrup for pancakes and waffles!,search coconut syrup walmart one day found coco real mix drink section dont drink alcohol drink enjoy mocktail occasion figur wouldnt work pancak could make pinacolada mocktail pineappl juic shook bottl good make sure everyth mix well use hot pancak home sooooo good usual use pure mapl syrup want coconut syrup realli fill need well delici believ wouldnt even need use butter pancak use coco real syrup easi find local reason even walmart found bought last two bottl walmart day would nice walmartcom would make avail bottl without purchas entir case one time use one two bottl pretti fast sinc cant find anymor save remain bottl get real bad crave coconut syrup torani also make good sugarfre coconut syrup would like walmartcom keep stock regularli well sugarfre watermelon syrup hot summertim torani sugarfre watermelon syrup make refresh drink goe well mexican food realli enjoy next best thing liquefi cube real watermelon blender chill make great syrup pancak waffl coco real cream coconut oz coco real,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9837,1,1
Master of Mixes,"Master of Mixes Handcrafted Mojito Mixer, 33.8 FL OZ",5.0,great buy,Hard to find in bulk,great buy hard find bulk master mix handcraft mojito mixer fl oz master mix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5719,1,1
Helados Mexico,"Helados Mexico Paletas Coco Premium Bolis, 5.0 fl oz",5.0,great product wish walmart could keep stock stock week great valu popsicl huge come walmart stock alreadi,Delicious Coconut popsicle ice cream,great product wish walmart could keep stock stock week great valu popsicl huge come walmart stock alreadi delici coconut popsicl ice cream helado mexico paleta coco premium boli fl oz helado mexico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9217,1,1
Helados Mexico,"Helados Mexico Paletas Coco Premium Bolis, 5.0 fl oz",5.0,im picki buy prepackag anyth soooo good,YUMMERS,im picki buy prepackag anyth soooo good yummer helado mexico paleta coco premium boli fl oz helado mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Brisk,Brisk174 Raspberry Iced Tea - 12pk/12 Fl Oz Bottles,5.0,drink day would nice sugar free version avail,Sugar free,drink day would nice sugar free version avail sugar free brisk raspberri ice tea pk fl oz bottl brisk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.891,1,1
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,cant find anywher store price unbeliev check price peopl ask move maryland virginia va store alway shelv think close hand made find alway hand long find,Great collins mix,cant find anywher store price unbeliev check price peopl ask move maryland virginia va store alway shelv think close hand made find alway hand long find great collin mix master mix collin mixer l pack master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8885,1,0
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2.0,took order get right product collin mix sweet tast tri dilut mix cut sweet avail found product call polar tom collin mix almost perfect purchas onlin much lower price,To sweet,took order get right product collin mix sweet tast tri dilut mix cut sweet avail found product call polar tom collin mix almost perfect purchas onlin much lower price sweet master mix collin mixer l pack master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8445,0,0
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,good producthard find local,fortheod1,good producthard find local fortheod master mix collin mixer l pack master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,prefer purchas store individu whatev necessari get absolut magnific mixer,Fabulous mixer!,prefer purchas store individu whatev necessari get absolut magnific mixer fabul mixer master mix collin mixer l pack master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5106,1,0
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,took tri get right order product good,Collins Mixer,took tri get right order product good collin mixer master mix collin mixer l pack master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,best collin mix ever find,The best Collins mix on the market.,best collin mix ever find best collin mix market master mix collin mixer l pack master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8555,1,0
Mr. & Mrs. T,"Mr _ Mrs T Blood Mary Bold _ Spicy Mix, 33.8 oz ()",5.0,best bloodi mari mix ive ever tri balanc spice excel add amount vodka call recip make tasti strong drink order arriv day told would well packag perfect condit good valu price order,Love this product!,best bloodi mari mix ive ever tri balanc spice excel add amount vodka call recip make tasti strong drink order arriv day told would well packag perfect condit good valu price order love product mr _ mr blood mari bold _ spici mix oz mr mr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9776,1,0
Master of Mixes,"Master Of Mixes Pina Colada Cocktail Mix, 59.2 oz ()",4.0,good pina colada complain,good for what it is intend for...,good pina colada complain good intend master mix pina colada cocktail mix oz master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5106,1,0
Master of Mixes,"Master Of Mixes Pina Colada Cocktail Mix, 59.2 oz ()",1.0,mix overli sweet probabl could lose high fructos corn syrup also soapi tast often associ coconut oil dump,Yucky!,mix overli sweet probabl could lose high fructos corn syrup also soapi tast often associ coconut oil dump yucki master mix pina colada cocktail mix oz master mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.3182,0,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,use carmex time love keep lip moist,great product,use carmex time love keep lip moist great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought chap lip got instant relief,Love this product,bought chap lip got instant relief love product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8074,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,favorit love jar lip therapi best,Oldie but goodie,favorit love jar lip therapi best oldi goodi carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8555,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use winter month lipstick,LOVE THE JAR,use winter month lipstick love jar carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex make chap lip soft buy,soft lips,carmex make chap lip soft buy soft lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product one realli work,"Love the jar, fits in my pocket",love product one realli work love jar fit pocket carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8979,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy time need great,Carmax,buy time need great carmax carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy two keep one home anoth purs,"Buy two, you will be glad you did!",buy two keep one home anoth purs buy two glad carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4588,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best product market intend usag,Good and reliable product,best product market intend usag good reliabl product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7964,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love feel use product smooth,Love the feeling,love feel use product smooth love feel carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8555,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmen basic secret necess beauti lip,Makeup necessity!,carmen basic secret necess beauti lip makeup necess carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex year love use daili,Truest love,use carmex year love use daili truest love carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9062,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ever sinc bought goe everywher,Easy and Convenient!,ever sinc bought goe everywher easi conveni carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,origin still good use great qualiti,Original is the best,origin still good use great qualiti origin best carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9042,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip chap sooth help heal,Soft lips,lip chap sooth help heal soft lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work year continu use,Ms,work year continu use m carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip balm actual heal crack lip love,Nothing works better!,lip balm actual heal crack lip love noth work better carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7964,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love stuff make chap lip sooooo soft,Great features!!,love stuff make chap lip sooooo soft great featur carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product sinc young great stuff,great stuff,use product sinc young great stuff great stuff carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex lip balm jar amaz use,Great,carmex lip balm jar amaz use great carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy everi time wonder lip,awesome results,buy everi time wonder lip awesom result carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,person favorit lip balm year,great product,person favorit lip balm year great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,love one best conveni,Great product,love one best conveni great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.926,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product immedi relief chap lip,Great product,love product immedi relief chap lip great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9081,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,never live home without alway one close,the only lip balm I use,never live home without alway one close lip balm use carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work well love lip feel great product,Sexy lips,work well love lip feel great product sexi lip carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.886,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,alway jar tube need daili,Great relief,alway jar tube need daili great relief carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.802,1,0
