brand,name,reviews.rating,reviews.text,reviews.title,combined_text
Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,,"These orange bitters are very flavorful and, unlike several other brands, are not overly sweet. They are excellent in any of the dryer liquors. I always seek this product out over others of this type.",The best bitters I've found,orang bitter flavor unlik sever brand overli sweet excel dryer liquor alway seek product other type best bitter ive found regan orang bitter oz bottl regan
Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,,"Well balanced, aromatic, just spicy enough without being overpowering. Highly recommended for your next manhattan, and a lovely stocking stuffer.",Best orange bitters on the market,well balanc aromat spici enough without overpow highli recommend next manhattan love stock stuffer best orang bitter market regan orang bitter oz bottl regan
Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,,"Bitters are making a resurgence these days and I know many bars (at least here in NYC) are bringing back a properly made cocktail. Looking at old cocktail books from the 20s, 30s, and 40s I found that bitters were a key ingredient in many classic cocktails. After doing extensive research I learned that Regan's made some of the best, if not the best, orange bitters (go to their website and read the story behind this product). Your other choices are Fee Brothers and Angostura. Regan's however gets, and in my opinion, deserves top billing when it comes to orange bitters. These bitters are great in a variety of drinks and I usually put two dashes in my Old Raj martinis. Although you don't get a strong orange flavor per se you do notice that these bitters subtly enhance the complexity of the drink. Try these and you won't be disappointed. Go to Regan's website to find literally hundreds of drink recipes that use their bitters. You'll be inspired to make something more than a boring vodka tonic or gin martini.",Your Secret Ingredient,bitter make resurg day know mani bar least nyc bring back properli made cocktail look old cocktail book found bitter key ingredi mani classic cocktail extens research learn regan made best best orang bitter go websit read stori behind product choic fee brother angostura regan howev get opinion deserv top bill come orang bitter bitter great varieti drink usual put two dash old raj martini although dont get strong orang flavor per se notic bitter subtli enhanc complex drink tri wont disappoint go regan websit find liter hundr drink recip use bitter youll inspir make someth bore vodka tonic gin martini secret ingredi regan orang bitter oz bottl regan
Angostura,"Angostura Orange Bitters, 4 fl oz, ()",,"I have been working my way back to classic cocktail recipes ever since reading David Wondrich's book Imbibe! on the great Professor Jerry Thomas and his cocktail recipes and techniques. A wealth of information there and a beginning of a long journey to try to recreate the cocktail prior to the great disaster called Prohibition. As a martini drinker, I naturally wanted to explore the tastes of the original drink so I began with orange bitters. In my market there were no retailers who carried orange bitters, so I had to rely on the ever more expensive places that will ship the stuff to your door. I started with Fee Brothers orange bitters and then tried the Peychaud version of Gary Regan's orange bitters (no. 6). Finally about 3 months ago a local liquor and wine store chain started stocking the new Angostura orange bitters. Thinking it would be easier and less expensive to support a local merchant and also wanting to try the bitters, I picked up a bottle. I was a little taken aback when I saw the retail price, 11 versus 7 for Fee Brothers and 6 for Regan's. I decided to try it anyway.Upon opening the bottle I realized that the bottle itself was orange colored and the internal contents were virtually colorless. Having made many fruit and peel extractions for liqueurs, I was very suspicious. Forging on I sniffed the aroma from the open bottle. The first smell is definitely orange, with an underlying clove aroma and something cloying behind those aromas that does not seem to work well. In the drink the orange flavor is good and the bitterness that is necessary in a quality bitter is apparent. But it seems to me that it is quickly overwhelmed by something like a passion fruit flavor that definitely does not belong in a martini. I would consider using this product in drinks that have some fruit juice and will experiment some with it. I think wit would compliment a splash of pineapple juice in a drink like the Cobalt, but I would not use it in a martini.",Not ready for prime time,work way back classic cocktail recip ever sinc read david wondrich book imbib great professor jerri thoma cocktail recip techniqu wealth inform begin long journey tri recreat cocktail prior great disast call prohibit martini drinker natur want explor tast origin drink began orang bitter market retail carri orang bitter reli ever expens place ship stuff door start fee brother orang bitter tri peychaud version gari regan orang bitter final month ago local liquor wine store chain start stock new angostura orang bitter think would easier le expens support local merchant also want tri bitter pick bottl littl taken aback saw retail price versu fee brother regan decid tri anywayupon open bottl realiz bottl orang color intern content virtual colorless made mani fruit peel extract liqueur suspici forg snif aroma open bottl first smell definit orang underli clove aroma someth cloy behind aroma seem work well drink orang flavor good bitter necessari qualiti bitter appar seem quickli overwhelm someth like passion fruit flavor definit belong martini would consid use product drink fruit juic experi think wit would compliment splash pineappl juic drink like cobalt would use martini readi prime time angostura orang bitter fl oz angostura
Angostura,"Angostura Orange Bitters, 4 fl oz, ()",,"I think it's fair to say that Angostura's ubiquitous aromatic bitters are the standard against which all other aromatic bitters are judged. And with the release of Angostura's orange bitters, I believe that the company has created a new standard in that area as well.These bitters are zesty, sharp, and deliver a gigantic orange punch. I am a huge fan of Regan's orange bitters, but where those go off into a deeper, spicier direction, Angostura's offering stays laser focused on orange, orange, and more orange. Brilliant. I highly recommend these bitters for anyone who needs a bit more orange accent in your cocktails -- and really, who doesn't",An orange bitters worthy of the Angostura name,think fair say angostura ubiquit aromat bitter standard aromat bitter judg releas angostura orang bitter believ compani creat new standard area wellthes bitter zesti sharp deliv gigant orang punch huge fan regan orang bitter go deeper spicier direct angostura offer stay laser focus orang orang orang brilliant highli recommend bitter anyon need bit orang accent cocktail realli doesnt orang bitter worthi angostura name angostura orang bitter fl oz angostura
Angostura,"Angostura Orange Bitters, 4 fl oz, ()",,"Angostura has been a brand name well-known to my family for generations. As a child, I remember my grandfather and keeping a bottle around. These days, I always have one on hand and so do most of my friends. Recently my local grocery store stopped carrying Angostura regularly so I looked online for it (as almost everything is available online these days) and much to my surprise it was available in original and orange flavor! I haven't yet tried any other brands or flavors of bitters, but I do know that I thoroughly enjoy Angostura orange bitters and will be buying another bottle. In fact, I may have been converted to orange. I find it versatile in that its great for cocktails, non-alcoholic mixers, and flavoring carbonated water such as club soda and seltzer. Like the original, the more you add, the more pronounced the flavor can be so the flavor can range from a delicate hint to bold.",A Dash of Brilliance from Angostura,angostura brand name wellknown famili gener child rememb grandfath keep bottl around day alway one hand friend recent local groceri store stop carri angostura regularli look onlin almost everyth avail onlin day much surpris avail origin orang flavor havent yet tri brand flavor bitter know thoroughli enjoy angostura orang bitter buy anoth bottl fact may convert orang find versatil great cocktail nonalcohol mixer flavor carbon water club soda seltzer like origin add pronounc flavor flavor rang delic hint bold dash brillianc angostura angostura orang bitter fl oz angostura
Angostura,"Angostura Orange Bitters, 4 fl oz, ()",,"Angostura Orange Bitters is now the third product in a tiny little product niche that includes long-standing stalwart Fee Brother's and Regan's No. 6. Since the traditional Angostura Bitters (essential ingredient in Manhattan and Pegu Club cocktails) is an institution that has extremely wide distribution, this product is piggybacking off the older product's brand recognition and iconic status. So why does this product cost 9.95 for 4 oz. when Regan's No. 6 costs 6.26 for 5 oz. and Fee Brothers costs 6.99 for 5 oz. The answer is that price probably doesn't matter if you've got the distribution. How many bottles of orange bitters you gonna go through this year, BippyBuy Amazon's 3-pack with one bottle of each brand, and you'll be set -- and confused -- for life.Angostura Orange Bitters happen to be very good.",Nice product but price a head scratcher,angostura orang bitter third product tini littl product nich includ longstand stalwart fee brother regan sinc tradit angostura bitter essenti ingredi manhattan pegu club cocktail institut extrem wide distribut product piggyback older product brand recognit icon statu product cost oz regan cost oz fee brother cost oz answer price probabl doesnt matter youv got distribut mani bottl orang bitter gon na go year bippybuy amazon pack one bottl brand youll set confus lifeangostura orang bitter happen good nice product price head scratcher angostura orang bitter fl oz angostura
Angostura,"Angostura Orange Bitters, 4 fl oz, ()",,"a single drop in the glass before you pour a wheat beer (belgian style) does the job much better than a slice of orange. the flavor hit is pure aromatic orange without the nasty taste of the pith.failed experiments included:*more than one drop: over the top*in a glass of budmillcoor lite: weirdly bitter and flavorless at the same time*in a trappist ale: puts the beer out of balanceLynn Hoffman, author The Short Course in Beer",Wheat Beer's Best Friend,singl drop glass pour wheat beer belgian style job much better slice orang flavor hit pure aromat orang without nasti tast pithfail experi includedmor one drop topin glass budmillcoor lite weirdli bitter flavorless timein trappist ale put beer balancelynn hoffman author short cours beer wheat beer best friend angostura orang bitter fl oz angostura
Angostura,"Angostura Orange Bitters, 4 fl oz, ()",,"Bitters have been so strong in the craft-cocktail scene these days, and we are always searching for the best quality and flavors to put behind our bar. This version of Angostura Bitters (Orange) contributes a wonderfully tart and sweet hint to any drink. We are incredibly happy with the results that have been shown when using these. The Price point on this bottle wins all the starts however, as our wholesale purveyors carry the same product for about 5 higher than Amazon's list-price.",GREAT Quality at a GREAT price,bitter strong craftcocktail scene day alway search best qualiti flavor put behind bar version angostura bitter orang contribut wonder tart sweet hint drink incred happi result shown use price point bottl win start howev wholesal purveyor carri product higher amazon listpric great qualiti great price angostura orang bitter fl oz angostura
Master of Mixes,"Master of Mixes Handcrafted Mojito Mixer, 33.8 FL OZ",5.0,It was a great buy,Hard to find in bulk,great buy hard find bulk master mix handcraft mojito mixer fl oz master mix
Helados Mexico,"Helados Mexico Paletas Coco Premium Bolis, 5.0 fl oz",5.0,Great product. I wish Walmart could keep these in stock. They have been out of stock for weeks. Great value... each popsicle is huge. Come on Walmart... stock these already!!!!,Delicious Coconut popsicle ice cream,great product wish walmart could keep stock stock week great valu popsicl huge come walmart stock alreadi delici coconut popsicl ice cream helado mexico paleta coco premium boli fl oz helado mexico
Helados Mexico,"Helados Mexico Paletas Coco Premium Bolis, 5.0 fl oz",5.0,"I'm a very picky about buying prepackaged anything, but these are SOOOO good!!!",YUMMERS,im picki buy prepackag anyth soooo good yummer helado mexico paleta coco premium boli fl oz helado mexico
Brisk,Brisk174 Raspberry Iced Tea - 12pk/12 Fl Oz Bottles,5.0,I drink this all day but it would be nice if a sugar free version was available,Sugar free,drink day would nice sugar free version avail sugar free brisk raspberri ice tea pk fl oz bottl brisk
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,"Can't find it anywhere in stores and the price is unbelievable check some of the prices people are asking. just move to Maryland from Virginia all VA stores always had it on their shelves, I think it's as close to hand made as you can find. I will always have some on hand as long as I can find it.",Great collins mix,cant find anywher store price unbeliev check price peopl ask move maryland virginia va store alway shelv think close hand made find alway hand long find great collin mix master mix collin mixer l pack master mix
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2.0,It took me 3 orders to get the right product. The Collins mix was to sweet for my taste. I tried diluting the mix to cut down on the sweetness but to no avail. I found a product called Polar Tom Collins mix which was almost perfect and can be purchased on-line for a much lower price.,To sweet,took order get right product collin mix sweet tast tri dilut mix cut sweet avail found product call polar tom collin mix almost perfect purchas onlin much lower price sweet master mix collin mixer l pack master mix
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,"very good product,hard to find locally!",fortheod1,good producthard find local fortheod master mix collin mixer l pack master mix
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,I prefer to purchase this in the store individually but will do whatever's necessary to get it! Absolutely a MAGNIFICENT mixer!,Fabulous mixer!,prefer purchas store individu whatev necessari get absolut magnific mixer fabul mixer master mix collin mixer l pack master mix
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,Took 2 tries to get the right order. The product itself is very good.,Collins Mixer,took tri get right order product good collin mixer master mix collin mixer l pack master mix
Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",5.0,The best Collins mix you will ever find.,The best Collins mix on the market.,best collin mix ever find best collin mix market master mix collin mixer l pack master mix
Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",,A great buy for the home bottler. Would recommend to a brewing friend.,Five Stars,great buy home bottler would recommend brew friend five star plain gold crown beer bottl gross cap home brew ohio
Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",,"Look good, just your basic old bottle caps.",Four Stars,look good basic old bottl cap four star plain gold crown beer bottl gross cap home brew ohio
Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",,Seems like they should go on the bottle better,Four Stars,seem like go bottl better four star plain gold crown beer bottl gross cap home brew ohio
Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",,"I purchased these to make charms. They work fine, but if you are using them for this purpose you should know they have a plastic liner. I didn't see that in the description and didn't think about it till thy were received. You can peel off the liner but it's a nuisance. Also, I use a Sizzix Big Kick to flatten. At first they were going complete flat and distorted into ovals. After several frustrating attempts, I realized I was using an extra shim from a previous project. If you use just the base plate and the 2 cutting plates, they will turn out perfectly. Also, they cut deep and will stick' to the cutting plate but will pop out very easily. My plates are already pretty shot, so I will probably keep using them just for the bottle caps and get new ones for my other projects.",They are great for charms but you should know a couple of things,purchas make charm work fine use purpos know plastic liner didnt see descript didnt think till thi receiv peel liner nuisanc also use sizzix big kick flatten first go complet flat distort oval sever frustrat attempt realiz use extra shim previou project use base plate cut plate turn perfectli also cut deep stick cut plate pop easili plate alreadi pretti shot probabl keep use bottl cap get new one project great charm know coupl thing plain gold crown beer bottl gross cap home brew ohio
Mr. & Mrs. T,"Mr _ Mrs T Blood Mary Bold _ Spicy Mix, 33.8 oz ()",5.0,"This is the best Bloody Mary mix I've ever tried! The balance of spice is excellent and when I add the amount of Vodka called for in the recipe it makes a very tasty ( and not too strong ) drink. My order arrived on the day I was told it would, was well packaged and in perfect condition. Very good value for the price! I will order again!",Love this product!,best bloodi mari mix ive ever tri balanc spice excel add amount vodka call recip make tasti strong drink order arriv day told would well packag perfect condit good valu price order love product mr _ mr blood mari bold _ spici mix oz mr mr
Master of Mixes,"Master Of Mixes Pina Colada Cocktail Mix, 59.2 oz ()",4.0,good for pina coladas. no complains.,good for what it is intend for...,good pina colada complain good intend master mix pina colada cocktail mix oz master mix
Master of Mixes,"Master Of Mixes Pina Colada Cocktail Mix, 59.2 oz ()",1.0,This mix is overly sweet and probably could lose the high fructose corn syrup. It also has a soapy taste often associated with coconut oil. I will be dumping it out!,Yucky!,mix overli sweet probabl could lose high fructos corn syrup also soapi tast often associ coconut oil dump yucki master mix pina colada cocktail mix oz master mix
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"ive only used a few yeasts in my day for making wine, cider, and mead and ive never found much difference in taste depending on yeast. i started my latest hooch two days ago and id like to say ive never had a more active batch. in a 1 gallon carboy or in my 5gal bucket the airlocks are going nuts, very active little buggers they are.",im happy with product,ive use yeast day make wine cider mead ive never found much differ tast depend yeast start latest hooch two day ago id like say ive never activ batch gallon carboy gal bucket airlock go nut activ littl bugger im happi product cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"I use it for apfelwein (google edworts apfelwein for the recipe). The standard for apfelwein is montrachet, but I find that the cote des blancs ferments out a little dryer, while leaving a cleaner overall flavor and a bit of lingering sweet sensation on your tongue. Costs 1/pack at my local homebrew store, and stays good in the fridge for a couple years, so no point in not buying in bulk.",Love this yeast!,use apfelwein googl edwort apfelwein recip standard apfelwein montrachet find cote de blanc ferment littl dryer leav cleaner overal flavor bit linger sweet sensat tongu cost pack local homebrew store stay good fridg coupl year point buy bulk love yeast cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful.",Highly recommend!!,love becom go white blush brew virtual foam littl bubbl use pear final product wonder aromat tast superb made want drink glass glass nice level alcohol well howev made gallon use one packag instruct say one packag gallon use two would probabl gotten higher alcohol percentag nevertheless even one packag wonder highli recommend cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice.",Great Service!,like product make homemad wine smell fruiti aroma great product red white wine work well appl juic great servic cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"I used this to make apple wine and it was marvelous. It worked very well and didn't have a yeasty flavor at all. It can be a little slow to start, but that is likely because I wasn't using it for the intended purpose. If you're looking for a long-lasting, simple, affordable yeast for white wines of any type, this will keep you happy.It is worth noting that each packet is enough for 5 gallons worth of wine so long as you give it sufficient time to ferment.","A little slow, but very effective for many white wines.",use make appl wine marvel work well didnt yeasti flavor littl slow start like wasnt use intend purpos your look longlast simpl afford yeast white wine type keep happyit worth note packet enough gallon worth wine long give suffici time ferment littl slow effect mani white wine cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp.",yeast,wonder yeast make delici strong hard cider feed yeast good use raw sugar add yeast room temp yeast cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"Nice fresh yeast. This brand has always performed exceptionally, and we have never had a dud. It doesn't impart harsh yeasty flavors to your fermentables. We have used this for wine and mead, holds up to higher alcohol, we don't even prime it, we just pitch and the airlocks are bubbling merrily away in a few hours.","Perfect for your lighter wines, ciders",nice fresh yeast brand alway perform except never dud doesnt impart harsh yeasti flavor ferment use wine mead hold higher alcohol dont even prime pitch airlock bubbl merrili away hour perfect lighter wine cider cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,Arrived in a timely manner and in good condition. Made honey mead over the fall. Works as directed. Will see results in the spring.,good,arriv time manner good condit made honey mead fall work direct see result spring good cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice.",Great Service,like product make homemad wine smell fruiti aroma great product red white wine work well appl juic great servic cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,Doesn't seem to go as dry as some yeasts. I had good results making apple cider in a 5 gallon bucket with this stuff. Would buy again.,Good,doesnt seem go dri yeast good result make appl cider gallon bucket stuff would buy good cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp.",yeast,wonder yeast make delici strong hard cider feed yeast good use raw sugar add yeast room temp yeast cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"A standby, it worked well--still waiting on the finished product. I have used several packets and it is fairly bomb proof.",Worked well,standbi work wellstil wait finish product use sever packet fairli bomb proof work well cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,Attempted twice to get this to make wine and it failed. It did not ferment at all. Perhaps it was a bad batch of yeast. (),Failed,attempt twice get make wine fail ferment perhap bad batch yeast fail cote de blanc wine yeast home brew ohio
Home Brew Ohio,Cote des Blancs Wine Yeast -s,,"I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful.",Highly recommend,love becom go white blush brew virtual foam littl bubbl use pear final product wonder aromat tast superb made want drink glass glass nice level alcohol well howev made gallon use one packag instruct say one packag gallon use two would probabl gotten higher alcohol percentag nevertheless even one packag wonder highli recommend cote de blanc wine yeast home brew ohio
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,"This mustard came as a Christmas stocking stuffer. I've tried various spicy mustards over the years in hope I would find the perfect mustard. Some have been really good, some not quite so good. And to some extent what I want depends on what sort of mood I'm in and what I'm putting the mustard on. I have come to really like this Alstertor mustard. It has a pleasant taste without being overwhelming. Although I consider it a fairly mild mustard, it is stronger (and nicer) than a typical dijon mustard. At the same time it doesn't have the astringency of certain mustards that heavily emphasize the horseradish. I have found it to be a great complement to large soft pretzels. It also works pretty well with a not overly spiced sausage as well. And I like the little mug. As a home brewer I've often thought it would be nice to have a mug like this when I wanted to sample my beer.",Mildly spicy mustard,mustard came christma stock stuffer ive tri variou spici mustard year hope would find perfect mustard realli good quit good extent want depend sort mood im im put mustard come realli like alstertor mustard pleasant tast without overwhelm although consid fairli mild mustard stronger nicer typic dijon mustard time doesnt astring certain mustard heavili emphas horseradish found great complement larg soft pretzel also work pretti well overli spice sausag well like littl mug home brewer ive often thought would nice mug like want sampl beer mildli spici mustard alstertor mustard mug ounc alstertor
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,This is my favorite German mustard! It goes well with everything. The only reason it is getting 4 stars instead of 5 is due to the price. The exact same product can be purchased at World Market for nearly half the price.,Great German mustard,favorit german mustard goe well everyth reason get star instead due price exact product purchas world market nearli half price great german mustard alstertor mustard mug ounc alstertor
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,"I am glad if people like this mustard - I am from Germany and this is one of the cheapest mustards and really not that good - in Germany it costs about one Euro or less, it is a cheap mustard.... don't buy it for the glass, it's really small and cheap, this mustard is some generic brand, not from one of the good old German famous German companies (Kuehne, Thomy etc.).",Nothing special,glad peopl like mustard germani one cheapest mustard realli good germani cost one euro le cheap mustard dont buy glass realli small cheap mustard gener brand one good old german famou german compani kuehn thomi etc noth special alstertor mustard mug ounc alstertor
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,I currently have nine different mustards in my house. I have lost count of how many I have tried over the years. Some will be bought again. This is one that will definitely always be in my house in the future.,One of the best,current nine differ mustard hous lost count mani tri year bought one definit alway hous futur one best alstertor mustard mug ounc alstertor
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,"I purchased this mustard based on the reviews. I am not disappointed in the taste however, I am in the packaging and the price. First, the tape used to hold the lid down was not as pictured nor was it very secure. The date code on the side of the lid is worn off where I cannot read the month or day...only the year, which is 2013. The price at 8.49 is about 5-6 too high. I have found it at MyBrands, which is the importer's site for public sale, at 2.25 and elsewhere for 3 and up. I think the 8.49 price has the free shipping built in. I will be ordering this mustard again, but not through Atlantic Quality here on Amazon. Otherwise, very good mustard.","Good mustard, but overpriced!",purchas mustard base review disappoint tast howev packag price first tape use hold lid pictur secur date code side lid worn read month dayonli year price high found mybrand import site public sale elsewher think price free ship built order mustard atlant qualiti amazon otherwis good mustard good mustard overpr alstertor mustard mug ounc alstertor
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,"This mustard is AWESOME!!!!!!!!! The only thing I wish you could sell it in big containers. The mug is great for at home, but I would like to use this mustard for other occasions where I would need to purchase it in a gallon container.( I hope it becomes available).I have tried alot of brands of Dusseldorf Mustard and this is by far the BEST yet!!!!!",Dusseldorf Mustard,mustard awesom thing wish could sell big contain mug great home would like use mustard occas would need purchas gallon contain hope becom availablei tri alot brand dusseldorf mustard far best yet dusseldorf mustard alstertor mustard mug ounc alstertor
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,"Not too strong, not too weak without the overly eggy taste of others.I'm a mustard lover. I used to keep 8-12 mustards on hand for different foods. If I had to pick one mustard for everything, this would be it. It will replace at least half my mustard collection.",Best Mustard,strong weak without overli eggi tast othersim mustard lover use keep mustard hand differ food pick one mustard everyth would replac least half mustard collect best mustard alstertor mustard mug ounc alstertor
Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",,"I decided to buy this mustard for the novelty of the jar but WOW this is REALLY is good stuff. It has a creamy spicy mustardness I haven't experienced before. And, this vendor shipped lightning fast and sent it packaged really well. A+++",Awesome Mustard is Right!,decid buy mustard novelti jar wow realli good stuff creami spici mustard havent experienc vendor ship lightn fast sent packag realli well awesom mustard right alstertor mustard mug ounc alstertor
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,I use carmex all the time. love it! keeps my lips moist.,great product,use carmex time love keep lip moist great product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I bought this for chapped lips and i got instant relief,Love this product,bought chap lip got instant relief love product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,This is my favorite I love the jar lip therapy the best,Oldie but goodie,favorit love jar lip therapi best oldi goodi carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I use it not just in winter months but under my lipstick,LOVE THE JAR,use winter month lipstick love jar carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"carmex makes my chapped lips so soft, that is all i buy.",soft lips,carmex make chap lip soft buy soft lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Love this product, only one that really works for me","Love the jar, fits in my pocket",love product one realli work love jar fit pocket carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I buy this all the time when i am I need of it its great,Carmax,buy time need great carmax carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Buy two, keep one at home and another in your purse!","Buy two, you will be glad you did!",buy two keep one home anoth purs buy two glad carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,The best product on the market for intended usage.,Good and reliable product,best product market intend usag good reliabl product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I so love the feeling of using this product. So smooth,Love the feeling,love feel use product smooth love feel carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Carmen is my basic secret necessity for beautiful lips.,Makeup necessity!,carmen basic secret necess beauti lip makeup necess carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have used Carmex for years, love using it daily!",Truest love,use carmex year love use daili truest love carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Ever since I bought this, It goes everywhere with me.",Easy and Convenient!,ever sinc bought goe everywher easi conveni carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,the original is still good its all i use. great quality,Original is the best,origin still good use great qualiti origin best carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,My lips were chapped this soothed and help heal them,Soft lips,lip chap sooth help heal soft lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,It's worked for me for 25 years so will continue using,Ms,work year continu use m carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"This lip balm actually HEALS cracked lips, I love it!!!",Nothing works better!,lip balm actual heal crack lip love noth work better carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Love this stuff! Makes my chapped lips sooooo soft!,Great features!!,love stuff make chap lip sooooo soft great featur carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I used this product since I was young, great stuff.",great stuff,use product sinc young great stuff great stuff carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,This Carmex Lip Balm Jar is amazing! It's very useful!,Great,carmex lip balm jar amaz use great carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I buy this every time and it does wonders for my lips.,awesome results,buy everi time wonder lip awesom result carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Personal favorite lip balm for over 30 years now!!,great product,person favorit lip balm year great product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,I love this one the best but it's not as convenient,Great product,love one best conveni great product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Love this product. Immediate relief from chapped lips.,Great product,love product immedi relief chap lip great product carmex lip balm origin jar pk carmex
